,Region,Gender,Marriage,SupportParty,confidence_level,Religon,Nationity,Color,year
6637,East_Midlands,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
6638,North_West,Female,Married,None,0,No_religion,English,BLACK,2017
6639,East_Midlands,Male,Married,Conservative,2,Other_Christian,British,BLACK,2017
6640,West_Midlands,Female,Married,Labour,0,No_religion,English,BLACK,2017
6641,London,Male,Married,Conservative,2,No_religion,British,BLACK,2017
6642,North_East,Female,Not_married,Labour,2,No_religion,English,BLACK,2017
6643,East_of_England,Male,Married,Conservative,2,No_religion,British,BLACK,2017
6644,South_East,Female,Not_married,Labour,0,Other_Christian,British,BLACK,2017
6646,North_West,Male,Not_married,Conservative,0,No_religion,English,BLACK,2017
6648,North_East,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
6649,East_of_England,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
6650,South_East,Male,Married,Labour,2,No_religion,European,BLACK,2017
6651,Scotland,Male,Living_as_married,Labour,2,No_religion,Scottish,BLACK,2017
6652,North_West,Female,Not_married,Conservative,0,No_religion,English,BLACK,2017
6654,East_Midlands,Female,Married,None,2,No_religion,British,BLACK,2017
6655,Scotland,Male,Living_as_married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
6657,South_West,Female,Not_married,Conservative,0,No_religion,British,BLACK,2017
6658,East_of_England,Male,Separated_after_marrying,None,0,No_religion,English,BLACK,2017
6659,South_West,Male,Widowed,Conservative,2,Other_Christian,English,BLACK,2017
6660,London,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6661,Wales,Male,Married,None,2,No_religion,Welsh,BLACK,2017
6662,London,Female,Separated_after_marrying,other,2,No_religion,English,BLACK,2017
6663,North_East,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
6664,East_Midlands,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
6667,South_East,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6668,East_of_England,Male,Widowed,Liberal_Democrat,2,Church_of_England,European,BLACK,2017
6669,North_West,Female,Married,Labour,2,No_religion,British,BLACK,2017
6670,Scotland,Male,Married,Conservative,2,Other_Christian,European,BLACK,2017
6672,East_of_England,Male,Married,Labour,0,Non_Christian,British,BLACK,2017
6674,West_Midlands,Female,Widowed,Labour,0,No_religion,English,BLACK,2017
6675,South_West,Male,Not_married,Labour,1,Roman_Catholic,European,BLACK,2017
6676,East_Midlands,Male,Living_as_married,UKIP,0,Other_Christian,British,BLACK,2017
6677,South_East,Male,Not_married,Liberal_Democrat,0,No_religion,European,BLACK,2017
6678,Yorkshire_and_The_Humber,Male,Living_as_married,Labour,2,No_religion,English,BLACK,2017
6680,East_of_England,Male,Not_married,Conservative,2,No_religion,English,BLACK,2017
6681,South_East,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
6683,Yorkshire_and_The_Humber,Male,Married,Liberal_Democrat,2,Church_of_England,British,BLACK,2017
6684,Scotland,Male,Not_married,Labour,2,No_religion,Scottish,BLACK,2017
6685,West_Midlands,Female,Married,Labour,2,No_religion,Welsh,BLACK,2017
6686,London,Male,Married,Labour,1,Non_Christian,Other,BLACK,2017
6688,South_East,Male,Married,Labour,2,No_religion,English,BLACK,2017
6689,North_West,Female,Married,Labour,2,Roman_Catholic,English,BLACK,2017
6690,North_West,Female,Married,None,2,No_religion,British,BLACK,2017
6691,South_West,Male,Separated_after_marrying,Conservative,0,No_religion,English,BLACK,2017
6692,North_West,Male,Married,Conservative,0,Other_Christian,English,BLACK,2017
6693,West_Midlands,Female,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2017
6694,South_East,Female,Not_married,Labour,1,Non_Christian,English,BLACK,2017
6696,East_Midlands,Male,Married,Labour,0,Church_of_England,English,BLACK,2017
6697,South_East,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
6698,Scotland,Male,Living_as_married,Conservative,0,Other_Christian,British,BLACK,2017
6704,North_West,Female,Married,Labour,2,Non_Christian,Other,BLACK,2017
6705,North_West,Female,Married,None,2,Church_of_England,English,BLACK,2017
6706,North_West,Female,Living_as_married,Labour,0,No_religion,British,BLACK,2017
6708,Wales,Female,Separated_after_marrying,None,1,Other_Christian,Welsh,BLACK,2017
6710,West_Midlands,Female,Separated_after_marrying,Labour,0,Other_Christian,English,BLACK,2017
6712,East_of_England,Female,Not_married,Green_Party,2,No_religion,English,BLACK,2017
6713,London,Female,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2017
6714,East_of_England,Female,Not_married,None,2,No_religion,European,BLACK,2017
6715,London,Male,Not_married,Labour,0,Non_Christian,British,BLACK,2017
6716,London,Female,Not_married,None,1,No_religion,English,BLACK,2017
6718,South_East,Male,Married,Conservative,2,No_religion,British,BLACK,2017
6719,London,Female,Married,Liberal_Democrat,2,Non_Christian,British,BLACK,2017
6721,South_East,Male,Not_married,None,2,No_religion,English,BLACK,2017
6722,East_of_England,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
6723,Yorkshire_and_The_Humber,Female,Not_married,Conservative,1,No_religion,British,BLACK,2017
6724,South_West,Male,Separated_after_marrying,None,0,Other_Christian,English,BLACK,2017
6725,North_West,Male,Living_as_married,Labour,2,No_religion,European,BLACK,2017
6726,North_West,Female,Married,Labour,2,Roman_Catholic,British,BLACK,2017
6727,London,Female,Married,Labour,1,Non_Christian,British,BLACK,2017
6730,East_of_England,Male,Married,Labour,0,No_religion,English,BLACK,2017
6731,London,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
6734,North_West,Female,Married,Labour,1,Church_of_England,British,BLACK,2017
6735,East_of_England,Female,Married,Conservative,0,Church_of_England,British,BLACK,2017
6736,West_Midlands,Female,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2017
6738,South_West,Female,Separated_after_marrying,Green_Party,2,Church_of_England,British,BLACK,2017
6739,West_Midlands,Male,Living_as_married,Labour,0,Other_Christian,British,BLACK,2017
6740,South_East,Female,Separated_after_marrying,Green_Party,2,Church_of_England,European,BLACK,2017
6741,South_West,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
6742,East_of_England,Female,Married,Labour,2,Church_of_England,English,BLACK,2017
6744,West_Midlands,Female,Married,None,0,Other_Christian,English,BLACK,2017
6745,South_West,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
6746,Wales,Male,Married,Conservative,2,No_religion,British,BLACK,2017
6748,Scotland,Male,Married,Conservative,0,Other_Christian,British,BLACK,2017
6749,East_of_England,Female,Married,Labour,2,No_religion,British,ASIAN,2017
6750,North_West,Female,Separated_after_marrying,Labour,2,Roman_Catholic,British,BLACK,2017
6754,East_of_England,Female,Married,Conservative,2,No_religion,British,BLACK,2017
6755,South_West,Female,Separated_after_marrying,Labour,2,Church_of_England,British,BLACK,2017
6757,East_of_England,Male,Separated_after_marrying,Conservative,1,No_religion,European,BLACK,2017
6758,South_West,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
6760,Yorkshire_and_The_Humber,Female,Married,Labour,2,No_religion,English,BLACK,2017
6761,Yorkshire_and_The_Humber,Female,Married,Labour,2,No_religion,English,BLACK,2017
6762,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,No_religion,English,BLACK,2017
6763,South_East,Female,Not_married,Conservative,2,Other_Christian,British,BLACK,2017
6765,London,Male,Married,Conservative,0,No_religion,English,BLACK,2017
6767,North_West,Female,Not_married,None,0,No_religion,English,BLACK,2017
6768,Wales,Male,Married,None,2,Roman_Catholic,Welsh,BLACK,2017
6769,Scotland,Male,Married,Labour,2,Roman_Catholic,British,BLACK,2017
6770,East_of_England,Male,Married,Conservative,0,No_religion,English,BLACK,2017
6771,Wales,Female,Not_married,Conservative,2,No_religion,British,BLACK,2017
6773,North_West,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6774,Scotland,Female,Separated_after_marrying,Labour,2,Non_Christian,Scottish,BLACK,2017
6775,Scotland,Female,Widowed,Scottish_National_Party,2,No_religion,British,BLACK,2017
6776,West_Midlands,Female,Married,other,0,Non_Christian,Other,BLACK,2017
6777,North_West,Female,Married,Conservative,0,Church_of_England,English,BLACK,2017
6778,East_Midlands,Male,Widowed,Conservative,2,No_religion,English,BLACK,2017
6779,West_Midlands,Male,Married,Labour,0,Roman_Catholic,European,BLACK,2017
6781,London,Male,Married,None,2,Church_of_England,Other,BLACK,2017
6782,East_Midlands,Female,Not_married,None,2,No_religion,English,BLACK,2017
6786,South_East,Female,Married,Liberal_Democrat,2,No_religion,English,BLACK,2017
6788,South_West,Female,Married,Liberal_Democrat,0,No_religion,English,BLACK,2017
6789,South_East,Male,Married,Labour,1,Non_Christian,British,BLACK,2017
6790,West_Midlands,Female,Living_as_married,Conservative,2,Roman_Catholic,British,BLACK,2017
6791,South_West,Female,Married,UKIP,0,No_religion,English,BLACK,2017
6792,London,Female,Not_married,UKIP,0,Non_Christian,British,BLACK,2017
6794,South_East,Female,Separated_after_marrying,Liberal_Democrat,2,Church_of_England,European,BLACK,2017
6795,East_of_England,Male,Married,Conservative,2,No_religion,British,BLACK,2017
6796,London,Male,Married,Labour,2,Roman_Catholic,European,BLACK,2017
6797,North_East,Female,Widowed,Conservative,1,Church_of_England,British,BLACK,2017
6798,North_West,Female,Widowed,Conservative,2,No_religion,English,BLACK,2017
6799,Wales,Male,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2017
6800,East_Midlands,Male,Living_as_married,None,2,No_religion,English,BLACK,2017
6801,Scotland,Female,Not_married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
6802,North_West,Male,Married,Conservative,2,No_religion,British,BLACK,2017
6803,South_West,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
6804,Scotland,Male,Married,Labour,0,Other_Christian,Other,BLACK,2017
6805,North_West,Male,Separated_after_marrying,Conservative,1,No_religion,British,BLACK,2017
6806,London,Female,Married,other,0,No_religion,English,BLACK,2017
6807,Yorkshire_and_The_Humber,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6809,South_East,Male,Living_as_married,Labour,2,No_religion,British,BLACK,2017
6810,East_of_England,Female,Married,other,0,No_religion,British,BLACK,2017
6811,Scotland,Male,Separated_after_marrying,None,2,Church_of_England,British,BLACK,2017
6813,South_East,Male,Not_married,Conservative,2,Church_of_England,British,BLACK,2017
6814,North_East,Female,Married,Labour,0,Other_Christian,British,BLACK,2017
6815,Wales,Female,Separated_after_marrying,Labour,0,No_religion,Welsh,BLACK,2017
6817,London,Female,Married,Labour,1,Church_of_England,British,BLACK,2017
6819,West_Midlands,Female,Not_married,Labour,2,Other_Christian,British,BLACK,2017
6820,North_East,Male,Married,Liberal_Democrat,0,No_religion,English,BLACK,2017
6821,North_East,Male,Married,Conservative,0,Roman_Catholic,British,BLACK,2017
6822,South_West,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6824,West_Midlands,Female,Widowed,None,0,Church_of_England,British,BLACK,2017
6826,North_East,Male,Widowed,Labour,0,Other_Christian,British,BLACK,2017
6829,Yorkshire_and_The_Humber,Female,Not_married,None,2,Church_of_England,British,BLACK,2017
6832,South_East,Female,Married,Labour,0,Other_Christian,European,BLACK,2017
6833,South_East,Male,Separated_after_marrying,Conservative,0,No_religion,English,BLACK,2017
6834,North_West,Male,Not_married,Labour,0,No_religion,British,BLACK,2017
6835,Wales,Female,Widowed,Conservative,0,Church_of_England,Welsh,BLACK,2017
6836,East_of_England,Male,Living_as_married,Conservative,1,Church_of_England,English,BLACK,2017
6837,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,Other_Christian,English,BLACK,2017
6838,Scotland,Male,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
6839,South_East,Male,Married,Conservative,0,No_religion,English,BLACK,2017
6840,North_East,Male,Married,Labour,2,Other_Christian,English,BLACK,2017
6841,West_Midlands,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
6842,South_West,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6843,London,Female,Widowed,None,0,Roman_Catholic,Other,BLACK,2017
6844,London,Female,Not_married,Conservative,2,Church_of_England,British,BLACK,2017
6845,North_East,Female,Separated_after_marrying,None,1,No_religion,English,BLACK,2017
6846,London,Female,Married,Labour,1,Other_Christian,Other,BLACK,2017
6848,Yorkshire_and_The_Humber,Male,Married,Labour,2,Other_Christian,British,BLACK,2017
6849,North_West,Female,Widowed,Labour,0,Church_of_England,British,BLACK,2017
6850,North_West,Female,Widowed,Labour,1,Church_of_England,Scottish,BLACK,2017
6851,West_Midlands,Female,Married,None,2,Other_Christian,British,BLACK,2017
6852,North_West,Female,Living_as_married,Labour,0,No_religion,European,BLACK,2017
6853,East_Midlands,Female,Not_married,Liberal_Democrat,2,Roman_Catholic,Other,BLACK,2017
6854,South_East,Male,Not_married,Labour,1,No_religion,British,BLACK,2017
6855,South_East,Female,Married,Conservative,2,No_religion,English,BLACK,2017
6856,Yorkshire_and_The_Humber,Female,Not_married,None,0,Other_Christian,Other,BLACK,2017
6857,North_West,Male,Married,Conservative,2,No_religion,British,BLACK,2017
6858,South_East,Male,Not_married,None,1,No_religion,British,BLACK,2017
6859,London,Female,Married,Labour,0,Other_Christian,Other,BLACK,2017
6863,South_West,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6865,Scotland,Female,Living_as_married,None,2,Other_Christian,Scottish,BLACK,2017
6866,South_West,Female,Not_married,Conservative,2,No_religion,English,BLACK,2017
6870,South_West,Male,Not_married,Green_Party,2,Church_of_England,English,BLACK,2017
6871,Scotland,Male,Living_as_married,Conservative,2,Other_Christian,Other,BLACK,2017
6872,East_of_England,Female,Living_as_married,Conservative,2,Church_of_England,English,BLACK,2017
6873,Yorkshire_and_The_Humber,Male,Married,None,0,Other_Christian,Other,BLACK,2017
6874,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Conservative,0,No_religion,English,BLACK,2017
6875,North_West,Female,Widowed,Conservative,2,Other_Christian,English,BLACK,2017
6876,North_West,Female,Living_as_married,Labour,2,Church_of_England,European,BLACK,2017
6877,South_West,Male,Married,Liberal_Democrat,2,No_religion,British,BLACK,2017
6878,Scotland,Female,Married,Conservative,1,Roman_Catholic,English,BLACK,2017
6880,London,Female,Married,Labour,0,No_religion,British,BLACK,2017
6882,Wales,Female,Not_married,None,0,No_religion,British,BLACK,2017
6883,South_West,Female,Widowed,Labour,0,Church_of_England,English,BLACK,2017
6884,North_West,Female,Widowed,Labour,2,No_religion,British,BLACK,2017
6885,Yorkshire_and_The_Humber,Female,Married,Conservative,2,No_religion,British,BLACK,2017
6886,Yorkshire_and_The_Humber,Male,Not_married,None,2,Roman_Catholic,Other,BLACK,2017
6887,North_West,Female,Not_married,Labour,0,No_religion,Other,BLACK,2017
6890,North_East,Female,Married,Labour,2,No_religion,Other,ASIAN,2017
6893,Wales,Female,Married,Labour,2,No_religion,Welsh,BLACK,2017
6895,West_Midlands,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
6896,London,Female,Married,Conservative,2,Non_Christian,English,BLACK,2017
6898,South_East,Male,Married,Conservative,1,Other_Christian,British,BLACK,2017
6899,London,Female,Separated_after_marrying,None,1,Other_Christian,British,BLACK,2017
6900,West_Midlands,Female,Not_married,Labour,0,Non_Christian,Other,BLACK,2017
6902,London,Female,Separated_after_marrying,Liberal_Democrat,2,No_religion,European,BLACK,2017
6903,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2017
6905,South_East,Female,Married,Conservative,2,No_religion,British,BLACK,2017
6906,South_West,Female,Married,Conservative,0,Church_of_England,English,BLACK,2017
6907,London,Male,Not_married,Conservative,2,Other_Christian,English,BLACK,2017
6908,London,Female,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2017
6909,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2017
6910,North_West,Female,Married,Labour,0,Church_of_England,English,BLACK,2017
6912,South_West,Male,Widowed,Conservative,0,Other_Christian,British,BLACK,2017
6913,Scotland,Male,Married,Labour,2,Other_Christian,Scottish,BLACK,2017
6914,Yorkshire_and_The_Humber,Female,Widowed,Labour,2,Church_of_England,English,BLACK,2017
6915,Scotland,Female,Married,Scottish_National_Party,1,Roman_Catholic,Scottish,BLACK,2017
6916,East_Midlands,Male,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2017
6917,Wales,Male,Not_married,None,1,No_religion,British,BLACK,2017
6918,London,Male,Not_married,Labour,2,No_religion,British,BLACK,2017
6921,West_Midlands,Male,Not_married,Labour,1,No_religion,British,BLACK,2017
6923,West_Midlands,Male,Living_as_married,Labour,2,No_religion,British,BLACK,2017
6924,London,Female,Married,Labour,1,No_religion,European,BLACK,2017
6925,Wales,Female,Widowed,Labour,0,Other_Christian,Welsh,BLACK,2017
6927,London,Female,Not_married,Labour,1,No_religion,European,BLACK,2017
6928,East_Midlands,Male,Married,Labour,2,Church_of_England,British,BLACK,2017
6929,East_of_England,Female,Separated_after_marrying,Conservative,2,Church_of_England,British,BLACK,2017
6930,North_West,Female,Widowed,Labour,0,No_religion,English,BLACK,2017
6932,South_West,Male,Not_married,Labour,1,No_religion,Other,BLACK,2017
6933,Wales,Male,Married,Labour,2,No_religion,Welsh,BLACK,2017
6934,Scotland,Male,Married,Scottish_National_Party,2,Other_Christian,Scottish,BLACK,2017
6935,London,Female,Not_married,Labour,0,No_religion,European,BLACK,2017
6936,South_West,Female,Living_as_married,Labour,2,Other_Christian,English,BLACK,2017
6938,South_East,Female,Married,Labour,2,No_religion,Scottish,BLACK,2017
6940,North_East,Male,Separated_after_marrying,Labour,2,Roman_Catholic,English,BLACK,2017
6943,East_of_England,Female,Married,None,2,No_religion,English,BLACK,2017
6945,East_Midlands,Female,Married,Labour,0,No_religion,British,BLACK,2017
6948,Wales,Male,Married,Labour,2,Non_Christian,Welsh,BLACK,2017
6950,East_of_England,Male,Married,Conservative,1,Church_of_England,English,BLACK,2017
6951,London,Male,Widowed,BNP,0,No_religion,English,BLACK,2017
6953,Yorkshire_and_The_Humber,Male,Not_married,None,1,No_religion,British,BLACK,2017
6954,Scotland,Female,Widowed,Labour,2,Other_Christian,British,BLACK,2017
6955,Yorkshire_and_The_Humber,Female,Married,Labour,2,No_religion,British,BLACK,2017
6956,Scotland,Female,Living_as_married,Scottish_National_Party,0,No_religion,Other,BLACK,2017
6957,Scotland,Male,Married,Labour,2,Church_of_England,Other,BLACK,2017
6958,North_West,Female,Not_married,Conservative,0,No_religion,British,BLACK,2017
6959,South_West,Male,Married,Labour,1,Roman_Catholic,European,BLACK,2017
6960,North_East,Male,Separated_after_marrying,None,2,No_religion,British,BLACK,2017
6961,South_West,Male,Married,Labour,1,No_religion,European,BLACK,2017
6962,North_West,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
6963,London,Female,Married,Labour,2,Non_Christian,British,BLACK,2017
6966,Yorkshire_and_The_Humber,Male,Living_as_married,Conservative,2,No_religion,English,BLACK,2017
6967,East_Midlands,Female,Living_as_married,Labour,2,No_religion,British,BLACK,2017
6968,East_of_England,Male,Married,Conservative,2,No_religion,English,BLACK,2017
6972,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Labour,2,Church_of_England,English,BLACK,2017
6973,South_West,Male,Living_as_married,Liberal_Democrat,0,No_religion,European,BLACK,2017
6975,London,Male,Not_married,Labour,2,Church_of_England,English,BLACK,2017
6976,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
6978,West_Midlands,Male,Married,None,2,Other_Christian,British,BLACK,2017
6980,North_West,Female,Married,Conservative,0,Church_of_England,English,BLACK,2017
6982,North_West,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
6984,East_Midlands,Female,Not_married,Labour,1,No_religion,English,BLACK,2017
6985,South_East,Female,Living_as_married,other,0,Church_of_England,English,BLACK,2017
6986,South_West,Female,Not_married,Liberal_Democrat,2,No_religion,Other,BLACK,2017
6991,South_East,Male,Living_as_married,UKIP,0,No_religion,English,BLACK,2017
6994,South_East,Male,Married,Labour,2,Church_of_England,English,BLACK,2017
6995,Scotland,Female,Married,Scottish_National_Party,2,Roman_Catholic,Other,BLACK,2017
6997,London,Female,Widowed,Conservative,1,No_religion,English,BLACK,2017
6998,East_Midlands,Male,Living_as_married,Conservative,2,No_religion,English,BLACK,2017
6999,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,No_religion,English,BLACK,2017
7001,South_East,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
7004,North_East,Male,Not_married,Labour,1,No_religion,English,BLACK,2017
7007,North_West,Male,Living_as_married,Green_Party,0,No_religion,Other,BLACK,2017
7008,North_West,Male,Not_married,Conservative,0,Church_of_England,British,BLACK,2017
7009,Scotland,Female,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
7011,Scotland,Female,Widowed,Scottish_National_Party,0,Other_Christian,Scottish,BLACK,2017
7014,Yorkshire_and_The_Humber,Female,Married,None,1,Non_Christian,British,BLACK,2017
7016,South_East,Female,Not_married,Labour,2,No_religion,English,ASIAN,2017
7018,London,Female,Married,Conservative,1,No_religion,British,BLACK,2017
7020,West_Midlands,Female,Separated_after_marrying,None,2,No_religion,British,BLACK,2017
7021,North_West,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
7022,North_East,Female,Living_as_married,None,2,No_religion,British,BLACK,2017
7024,South_West,Male,Not_married,Labour,0,Other_Christian,British,BLACK,2017
7026,Yorkshire_and_The_Humber,Male,Widowed,Liberal_Democrat,0,No_religion,British,BLACK,2017
7027,East_of_England,Female,Separated_after_marrying,Conservative,0,Church_of_England,English,BLACK,2017
7029,Wales,Female,Living_as_married,Labour,2,No_religion,Welsh,BLACK,2017
7032,East_of_England,Male,Married,Conservative,2,No_religion,English,BLACK,2017
7033,South_West,Female,Married,Conservative,2,No_religion,English,BLACK,2017
7034,East_Midlands,Female,Married,Conservative,0,Church_of_England,British,BLACK,2017
7035,Wales,Male,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2017
7036,Yorkshire_and_The_Humber,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
7037,Scotland,Female,Living_as_married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
7038,West_Midlands,Female,Married,Labour,2,No_religion,English,BLACK,2017
7041,Wales,Female,Living_as_married,Labour,2,No_religion,Welsh,BLACK,2017
7042,Wales,Female,Married,Plaid_Cymru,2,Other_Christian,Welsh,BLACK,2017
7043,South_East,Male,Married,Conservative,0,No_religion,British,BLACK,2017
7044,South_East,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
7045,South_West,Female,Married,Labour,0,No_religion,British,BLACK,2017
7047,South_East,Male,Not_married,Labour,1,No_religion,English,BLACK,2017
7048,North_East,Male,Widowed,Labour,0,Roman_Catholic,British,BLACK,2017
7049,Scotland,Male,Married,Liberal_Democrat,0,Other_Christian,Scottish,BLACK,2017
7050,East_of_England,Male,Married,Liberal_Democrat,2,No_religion,English,BLACK,2017
7051,Scotland,Female,Separated_after_marrying,Scottish_National_Party,1,Other_Christian,Other,BLACK,2017
7052,North_East,Female,Separated_after_marrying,Conservative,2,Other_Christian,English,BLACK,2017
7054,North_West,Female,Widowed,Conservative,0,Church_of_England,English,BLACK,2017
7055,London,Female,Not_married,Labour,0,No_religion,Scottish,BLACK,2017
7056,South_West,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
7057,North_West,Male,Married,Labour,2,No_religion,British,BLACK,2017
7059,Scotland,Female,Not_married,Conservative,2,Other_Christian,Scottish,BLACK,2017
7061,North_West,Female,Widowed,Labour,2,Other_Christian,English,BLACK,2017
7062,East_of_England,Male,Not_married,Green_Party,0,No_religion,English,BLACK,2017
7063,South_West,Male,Living_as_married,Conservative,2,Church_of_England,British,BLACK,2017
7065,East_of_England,Male,Married,Conservative,2,No_religion,British,BLACK,2017
7066,East_of_England,Male,Widowed,Conservative,1,No_religion,English,BLACK,2017
7067,East_of_England,Male,Married,Liberal_Democrat,2,No_religion,British,BLACK,2017
7068,North_West,Female,Not_married,Labour,0,Other_Christian,British,BLACK,2017
7069,North_West,Male,Married,Conservative,2,No_religion,English,BLACK,2017
7070,East_of_England,Male,Widowed,Conservative,2,No_religion,British,BLACK,2017
7071,East_Midlands,Female,Living_as_married,Conservative,2,Other_Christian,British,BLACK,2017
7072,East_Midlands,Female,Married,UKIP,0,Other_Christian,British,BLACK,2017
7073,North_West,Female,Not_married,Labour,0,No_religion,British,BLACK,2017
7074,North_East,Female,Not_married,Labour,0,No_religion,British,BLACK,2017
7075,East_of_England,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
7076,North_West,Male,Married,Conservative,0,No_religion,English,BLACK,2017
7077,North_West,Female,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2017
7078,South_East,Female,Married,Green_Party,0,No_religion,British,BLACK,2017
7081,Yorkshire_and_The_Humber,Male,Not_married,None,0,No_religion,British,BLACK,2017
7082,South_West,Male,Separated_after_marrying,Labour,0,Other_Christian,British,BLACK,2017
7083,London,Male,Married,Labour,2,No_religion,British,BLACK,2017
7086,North_West,Male,Not_married,Labour,2,No_religion,Scottish,BLACK,2017
7087,North_West,Female,Married,None,2,Roman_Catholic,Other,BLACK,2017
7088,South_East,Male,Married,Conservative,2,Roman_Catholic,British,ASIAN,2017
7090,Yorkshire_and_The_Humber,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
7093,South_East,Male,Married,None,2,No_religion,English,BLACK,2017
7094,West_Midlands,Male,Not_married,Conservative,2,Church_of_England,British,BLACK,2017
7096,East_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2017
7097,East_Midlands,Male,Not_married,Labour,2,Other_Christian,Other,BLACK,2017
7098,East_Midlands,Male,Married,Labour,2,Church_of_England,British,ASIAN,2017
7099,East_Midlands,Female,Living_as_married,None,0,Other_Christian,British,BLACK,2017
7101,London,Female,Married,Labour,2,Other_Christian,British,BLACK,2017
7102,South_East,Male,Widowed,Conservative,1,Church_of_England,Scottish,BLACK,2017
7104,South_East,Female,Not_married,Conservative,1,Other_Christian,English,BLACK,2017
7106,West_Midlands,Male,Separated_after_marrying,Labour,2,Non_Christian,Other,BLACK,2017
7107,Yorkshire_and_The_Humber,Female,Widowed,Labour,0,No_religion,British,BLACK,2017
7108,North_West,Female,Not_married,Labour,2,No_religion,Scottish,BLACK,2017
7110,East_of_England,Female,Widowed,Conservative,2,Church_of_England,English,BLACK,2017
7111,East_Midlands,Male,Widowed,Conservative,2,No_religion,British,BLACK,2017
7112,Wales,Male,Married,Plaid_Cymru,2,Other_Christian,Welsh,BLACK,2017
7113,Yorkshire_and_The_Humber,Male,Not_married,None,1,No_religion,British,BLACK,2017
7115,North_East,Male,Married,Labour,0,No_religion,British,BLACK,2017
7116,London,Male,Married,Labour,0,No_religion,British,BLACK,2017
7117,South_East,Female,Married,Conservative,1,Church_of_England,British,BLACK,2017
7118,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Conservative,2,Church_of_England,English,BLACK,2017
7119,Wales,Female,Married,Labour,2,No_religion,Other,BLACK,2017
7122,West_Midlands,Female,Not_married,None,0,No_religion,British,BLACK,2017
7123,East_of_England,Female,Married,Conservative,2,No_religion,British,BLACK,2017
7124,East_of_England,Female,Not_married,None,2,No_religion,British,BLACK,2017
7127,Yorkshire_and_The_Humber,Male,Married,None,2,Other_Christian,British,BLACK,2017
7131,Scotland,Male,Married,Conservative,2,Other_Christian,Scottish,BLACK,2017
7133,East_of_England,Male,Married,Liberal_Democrat,2,Church_of_England,Welsh,BLACK,2017
7135,Scotland,Male,Married,Conservative,2,No_religion,British,BLACK,2017
7137,East_Midlands,Male,Married,Conservative,2,Church_of_England,English,BLACK,2017
