,Region,Gender,Family,Political,confidence_level,Religon,Nationity,Color,year,AgeGroup,Age,GP_Sources,GP_Sources_Level
5817,London,Male,Not_married,Conservative,Against,Other_Christian,European,BLACK: of African origin,2017,26-45,29,21.669,0
5818,North_West,Male,Not_married,Labour,Against,Other_Christian,English,BLACK: of other origin,2017,26-45,43,26.043,1
5819,South_East,Female,Living_as_married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,26-45,43,20.189,0
5820,West_Midlands,Female,Widowed,Conservative,Neither,Roman_Catholic,Other,BLACK: of other origin,2017,Above65,78,22.182,0
5821,South_East,Male,Widowed,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,79,20.189,0
5823,East_of_England,Male,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,Above65,74,17.421,0
5824,South_West,Male,Widowed,Conservative,Neither,Church_of_England,English,BLACK: of other origin,2017,46-65,63,17.358,0
5825,South_East,Male,Separated_after_marrying,None,Neither,No_religion,British,BLACK: of other origin,2017,Above65,70,20.189,0
5826,North_East,Male,Married,Labour,Against,Church_of_England,English,BLACK: of other origin,2017,Above65,66,27.374,1
5829,North_West,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,49,26.043,1
5832,South_East,Female,Married,Liberal_Democrat,For,Other_Christian,Other,BLACK: of other origin,2017,26-45,44,20.189,0
5833,East_of_England,Male,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,26,17.421,0
5834,East_Midlands,Female,Not_married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,46-65,53,19.743,0
5835,South_West,Male,Separated_after_marrying,None,Against,Other_Christian,English,BLACK: of other origin,2017,26-45,36,17.358,0
5836,London,Female,Married,Labour,Against,Other_Christian,British,BLACK: of African origin,2017,46-65,46,21.669,0
5837,East_Midlands,Female,Married,Labour,For,No_religion,Scottish,BLACK: of other origin,2017,26-45,37,19.743,0
5838,East_Midlands,Female,Married,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,54,19.743,0
5839,Yorkshire_and_The_Humber,Male,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,26-45,44,23.191,1
5840,South_East,Male,Living_as_married,Conservative,For,No_religion,English,BLACK: of other origin,2017,26-45,40,20.189,0
5841,North_West,Male,Not_married,None,Neither,No_religion,Scottish,BLACK: of other origin,2017,26-45,28,26.043,1
5842,East_of_England,Male,Not_married,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,18-25,20,17.421,0
5843,East_of_England,Male,Married,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,46-65,49,17.421,0
5844,North_East,Male,Living_as_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,45,27.374,1
5845,South_West,Male,Widowed,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,73,17.358,0
5846,North_West,Male,Not_married,Conservative,Neither,Other_Christian,English,BLACK: of other origin,2017,46-65,61,26.043,1
5847,North_West,Male,Not_married,Liberal_Democrat,For,No_religion,English,BLACK: of other origin,2017,46-65,55,26.043,1
5848,London,Female,Not_married,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,26-45,31,21.669,0
5849,London,Male,Not_married,Liberal_Democrat,For,Other_Christian,British,BLACK: of other origin,2017,26-45,30,21.669,0
5850,South_West,Male,Married,None,Against,Roman_Catholic,European,BLACK: of other origin,2017,46-65,56,17.358,0
5852,Yorkshire_and_The_Humber,Female,Married,None,Neither,Church_of_England,British,BLACK: of other origin,2017,26-45,31,23.191,1
5853,South_West,Female,Married,Conservative,Against,Other_Christian,English,BLACK: of other origin,2017,46-65,52,17.358,0
5856,South_East,Male,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,26-45,43,20.189,0
5857,Yorkshire_and_The_Humber,Male,Married,None,For,Other_Christian,English,BLACK: of other origin,2017,Above65,68,23.191,1
5858,South_East,Female,Widowed,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,72,20.189,0
5859,North_West,Female,Married,Conservative,Against,Other_Christian,European,BLACK: of other origin,2017,26-45,37,26.043,1
5860,West_Midlands,Male,Not_married,Labour,Against,Other_Christian,British,BLACK: of African origin,2017,46-65,51,22.182,0
5861,London,Female,Widowed,Labour,For,No_religion,British,BLACK: of other origin,2017,Above65,67,21.669,0
5862,London,Female,Married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,46-65,48,21.669,0
5864,Scotland,Male,Not_married,Conservative,Neither,Other_Christian,British,BLACK: of other origin,2017,Above65,69,25.714,1
5865,East_Midlands,Male,Married,Labour,For,Other_Christian,English,BLACK: of other origin,2017,Above65,77,19.743,0
5866,North_West,Male,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,64,26.043,1
5867,East_of_England,Male,Married,Conservative,Neither,No_religion,British,BLACK: of other origin,2017,26-45,41,17.421,0
5869,London,Female,Not_married,Labour,For,Other_Christian,English,BLACK: of other origin,2017,18-25,24,21.669,0
5870,West_Midlands,Female,Separated_after_marrying,Labour,For,Roman_Catholic,Other,BLACK: of other origin,2017,Above65,72,22.182,0
5873,Yorkshire_and_The_Humber,Male,Not_married,Conservative,Neither,Non_Christian,British,BLACK: of Caribbean origin,2017,18-25,25,23.191,1
5875,East_of_England,Female,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2017,46-65,53,17.421,0
5876,London,Female,Married,Liberal_Democrat,For,Church_of_England,English,BLACK: of other origin,2017,26-45,40,21.669,0
5877,South_East,Female,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,69,20.189,0
5878,West_Midlands,Female,Widowed,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,Above65,84,22.182,0
5880,Scotland,Female,Widowed,Labour,For,No_religion,Scottish,BLACK: of other origin,2017,Above65,74,25.714,1
5881,South_East,Male,Not_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,26-45,27,20.189,0
5882,West_Midlands,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,47,22.182,0
5885,South_West,Female,Married,None,Neither,No_religion,English,BLACK: of other origin,2017,26-45,39,17.358,0
5886,East_of_England,Male,Married,Liberal_Democrat,For,Church_of_England,British,BLACK: of other origin,2017,Above65,68,17.421,0
5887,South_East,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,27,20.189,0
5888,South_West,Male,Married,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,46-65,60,17.358,0
5889,South_West,Male,Separated_after_marrying,Conservative,For,Roman_Catholic,English,BLACK: of other origin,2017,46-65,63,17.358,0
5891,West_Midlands,Female,Married,Conservative,Against,Church_of_England,British,BLACK: of other origin,2017,26-45,44,22.182,0
5892,London,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,64,21.669,0
5893,West_Midlands,Male,Married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,Above65,68,22.182,0
5894,Yorkshire_and_The_Humber,Female,Not_married,Labour,For,Other_Christian,English,BLACK: of other origin,2017,26-45,32,23.191,1
5895,West_Midlands,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,26-45,44,22.182,0
5896,South_East,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,63,20.189,0
5897,South_West,Female,Living_as_married,Labour,Against,Roman_Catholic,British,BLACK: of other origin,2017,26-45,42,17.358,0
5898,London,Female,Not_married,Conservative,Against,Other_Christian,British,BLACK: of other origin,2017,26-45,32,21.669,0
5899,London,Male,Married,Conservative,For,No_religion,Scottish,BLACK: of other origin,2017,26-45,40,21.669,0
5900,Yorkshire_and_The_Humber,Male,Married,Other_Small_Parties,For,Church_of_England,English,BLACK: of other origin,2017,Above65,79,23.191,1
5901,London,Male,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,29,21.669,0
5903,South_East,Female,Living_as_married,Labour,For,No_religion,English,BLACK: of other origin,2017,18-25,25,20.189,0
5905,London,Female,Separated_after_marrying,Labour,For,No_religion,Other,BLACK: of African origin,2017,26-45,43,21.669,0
5906,East_Midlands,Male,Not_married,None,For,No_religion,British,BLACK: of African origin,2017,18-25,23,19.743,0
5907,East_Midlands,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,38,19.743,0
5909,South_East,Male,Not_married,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,26-45,42,20.189,0
5911,South_East,Male,Living_as_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,55,20.189,0
5912,North_West,Male,Separated_after_marrying,Conservative,Against,Church_of_England,British,BLACK: of other origin,2017,Above65,67,26.043,1
5913,East_Midlands,Female,Married,Liberal_Democrat,Against,No_religion,British,BLACK: of other origin,2017,26-45,27,19.743,0
5915,West_Midlands,Male,Married,Other_Small_Parties,Neither,No_religion,English,BLACK: of other origin,2017,Above65,86,22.182,0
5916,North_West,Male,Separated_after_marrying,Labour,Against,Roman_Catholic,Other,BLACK: of other origin,2017,Above65,71,26.043,1
5918,London,Female,Married,Labour,For,Other_Christian,British,BLACK: of African origin,2017,26-45,32,21.669,0
5919,London,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,Above65,67,21.669,0
5920,North_West,Female,Married,Labour,For,Church_of_England,English,BLACK: of other origin,2017,46-65,62,26.043,1
5921,Scotland,Male,Separated_after_marrying,Regional_Parties,For,Other_Christian,Scottish,BLACK: of other origin,2017,46-65,61,25.714,1
5923,Yorkshire_and_The_Humber,Female,Widowed,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,60,23.191,1
5924,South_West,Female,Living_as_married,Conservative,Against,Other_Christian,English,BLACK: of other origin,2017,Above65,70,17.358,0
5925,North_East,Female,Living_as_married,None,Against,No_religion,British,BLACK: of other origin,2017,46-65,46,27.374,1
5927,East_of_England,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,81,17.421,0
5928,Yorkshire_and_The_Humber,Female,Married,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,68,23.191,1
5930,South_East,Male,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2017,46-65,65,20.189,0
5931,Wales,Female,Widowed,None,Neither,Other_Christian,Welsh,BLACK: of other origin,2017,Above65,90,24.949,1
5932,Scotland,Female,Not_married,Conservative,Against,Roman_Catholic,Scottish,BLACK: of other origin,2017,46-65,60,25.714,1
5934,East_of_England,Female,Widowed,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,Above65,73,17.421,0
5935,Yorkshire_and_The_Humber,Male,Married,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,46-65,62,23.191,1
5936,North_West,Male,Living_as_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,45,26.043,1
5937,South_East,Female,Widowed,Conservative,Against,No_religion,English,BLACK: of other origin,2017,Above65,75,20.189,0
5939,Scotland,Female,Widowed,Labour,For,No_religion,Scottish,BLACK: of other origin,2017,Above65,73,25.714,1
5940,East_of_England,Male,Married,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,71,17.421,0
5941,Yorkshire_and_The_Humber,Female,Not_married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,26-45,26,23.191,1
5942,West_Midlands,Female,Married,Conservative,Against,Church_of_England,British,BLACK: of African origin,2017,26-45,36,22.182,0
5945,London,Male,Married,Liberal_Democrat,For,Church_of_England,British,BLACK: of other origin,2017,46-65,65,21.669,0
5946,East_Midlands,Male,Married,Labour,Against,No_religion,English,BLACK: of other origin,2017,Above65,80,19.743,0
5947,South_West,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,45,17.358,0
5948,South_East,Male,Separated_after_marrying,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,59,20.189,0
5949,East_of_England,Female,Not_married,Labour,For,No_religion,Other,BLACK: of other origin,2017,18-25,20,17.421,0
5951,East_Midlands,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,45,19.743,0
5953,Yorkshire_and_The_Humber,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,66,23.191,1
5955,West_Midlands,Male,Separated_after_marrying,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,72,22.182,0
5956,North_West,Female,Not_married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,26-45,28,26.043,1
5958,South_East,Female,Separated_after_marrying,Labour,Against,Other_Christian,British,BLACK: of other origin,2017,26-45,43,20.189,0
5959,South_East,Female,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,31,20.189,0
5960,West_Midlands,Female,Married,Labour,For,Other_Christian,None,BLACK: of African origin,2017,26-45,38,22.182,0
5961,West_Midlands,Male,Living_as_married,Conservative,Against,Other_Christian,English,BLACK: of other origin,2017,Above65,69,22.182,0
5963,South_East,Male,Married,Liberal_Democrat,Neither,No_religion,British,BLACK: of other origin,2017,46-65,50,20.189,0
5964,Yorkshire_and_The_Humber,Male,Separated_after_marrying,None,Against,Other_Christian,British,BLACK: of other origin,2017,26-45,35,23.191,1
5965,East_of_England,Male,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,60,17.421,0
5966,East_of_England,Male,Not_married,Conservative,Neither,No_religion,British,BLACK: of other origin,2017,46-65,60,17.421,0
5967,Scotland,Male,Living_as_married,Labour,Neither,No_religion,Scottish,BLACK: of other origin,2017,46-65,52,25.714,1
5968,West_Midlands,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,85,22.182,0
5970,North_West,Female,Married,Labour,For,Church_of_England,Other,BLACK: of other origin,2017,26-45,44,26.043,1
5971,North_East,Female,Separated_after_marrying,Labour,Neither,No_religion,British,BLACK: of other origin,2017,46-65,54,27.374,1
5973,West_Midlands,Female,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,84,22.182,0
5974,London,Female,Married,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,26-45,37,21.669,0
5975,London,Male,Not_married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,61,21.669,0
5976,North_East,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,65,27.374,1
5977,Yorkshire_and_The_Humber,Male,Married,Labour,For,Other_Christian,English,BLACK: of other origin,2017,26-45,40,23.191,1
5978,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,89,23.191,1
5981,North_East,Female,Separated_after_marrying,None,Neither,No_religion,British,BLACK: of other origin,2017,26-45,34,27.374,1
5982,East_of_England,Male,Not_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,26-45,40,17.421,0
5984,North_West,Female,Separated_after_marrying,Labour,Neither,No_religion,English,BLACK: of other origin,2017,46-65,60,26.043,1
5985,North_West,Female,Not_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,26-45,44,26.043,1
5987,East_of_England,Female,Married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,26-45,43,17.421,0
5988,London,Male,Living_as_married,Regional_Parties,For,Roman_Catholic,European,BLACK: of other origin,2017,26-45,27,21.669,0
5989,South_East,Female,Widowed,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,90,20.189,0
5990,Scotland,Female,Not_married,Regional_Parties,For,No_religion,Scottish,BLACK: of other origin,2017,46-65,58,25.714,1
5991,North_East,Female,Married,None,For,Church_of_England,British,BLACK: of other origin,2017,26-45,40,27.374,1
5992,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Conservative,Against,Church_of_England,British,BLACK: of other origin,2017,46-65,64,23.191,1
5993,East_Midlands,Male,Not_married,Labour,Against,Non_Christian,British,BLACK: of Caribbean origin,2017,18-25,20,19.743,0
5994,Scotland,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,48,25.714,1
5995,London,Female,Not_married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,46,21.669,0
5996,London,Female,Married,Labour,Against,Non_Christian,Other,BLACK: of Caribbean origin,2017,26-45,37,21.669,0
5997,London,Female,Separated_after_marrying,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,59,21.669,0
5999,West_Midlands,Female,Married,None,For,No_religion,English,BLACK: of other origin,2017,46-65,54,22.182,0
6000,London,Male,Married,Regional_Parties,Against,No_religion,European,BLACK: of other origin,2017,26-45,41,21.669,0
6003,West_Midlands,Male,Not_married,Labour,For,No_religion,English,BLACK: of other origin,2017,18-25,18,22.182,0
6006,East_of_England,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,44,17.421,0
6007,North_East,Female,Married,None,Against,No_religion,English,BLACK: of other origin,2017,46-65,53,27.374,1
6008,South_East,Male,Living_as_married,Regional_Parties,Against,No_religion,British,BLACK: of other origin,2017,26-45,35,20.189,0
6010,Yorkshire_and_The_Humber,Male,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,47,23.191,1
6011,South_East,Female,Married,Liberal_Democrat,For,Church_of_England,English,BLACK: of other origin,2017,46-65,64,20.189,0
6012,South_East,Female,Separated_after_marrying,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,52,20.189,0
6013,West_Midlands,Male,Married,Labour,Against,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,37,22.182,0
6014,London,Female,Living_as_married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,26-45,31,21.669,0
6016,Yorkshire_and_The_Humber,Male,Living_as_married,None,Against,No_religion,English,BLACK: of other origin,2017,46-65,47,23.191,1
6017,East_of_England,Male,Married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,46-65,47,17.421,0
6018,London,Female,Not_married,Labour,Against,Other_Christian,English,BLACK: of other origin,2017,26-45,26,21.669,0
6019,South_East,Male,Widowed,Conservative,Against,Roman_Catholic,English,BLACK: of other origin,2017,Above65,72,20.189,0
6020,South_East,Male,Not_married,Conservative,For,Roman_Catholic,English,BLACK: of other origin,2017,26-45,37,20.189,0
6021,West_Midlands,Female,Separated_after_marrying,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,74,22.182,0
6022,South_West,Female,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,67,17.358,0
6025,Yorkshire_and_The_Humber,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,28,23.191,1
6026,North_West,Female,Not_married,Conservative,Neither,Roman_Catholic,English,BLACK: of other origin,2017,46-65,56,26.043,1
6028,South_East,Male,Married,Regional_Parties,For,No_religion,English,BLACK: of other origin,2017,46-65,64,20.189,0
6031,East_Midlands,Female,Not_married,Other_Small_Parties,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,54,19.743,0
6032,West_Midlands,Female,Married,Labour,Neither,Other_Christian,British,BLACK: of other origin,2017,Above65,66,22.182,0
6034,North_West,Female,Married,Conservative,Neither,Roman_Catholic,English,BLACK: of other origin,2017,Above65,66,26.043,1
6035,North_West,Male,Living_as_married,Labour,Against,No_religion,Other,BLACK: of other origin,2017,26-45,41,26.043,1
6037,Wales,Female,Not_married,Labour,For,Other_Christian,Welsh,BLACK: of other origin,2017,26-45,28,24.949,1
6038,Yorkshire_and_The_Humber,Female,Widowed,Liberal_Democrat,Neither,Church_of_England,English,BLACK: of other origin,2017,Above65,83,23.191,1
6039,London,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,18-25,20,21.669,0
6040,East_of_England,Male,Living_as_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,44,17.421,0
6041,East_Midlands,Male,Married,Other_Small_Parties,For,Other_Christian,English,BLACK: of other origin,2017,46-65,58,19.743,0
6043,East_Midlands,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,31,19.743,0
6044,South_West,Female,Married,Conservative,For,Non_Christian,English,BLACK: of other origin,2017,46-65,46,17.358,0
6045,North_West,Female,Married,Liberal_Democrat,Against,No_religion,English,BLACK: of other origin,2017,46-65,61,26.043,1
6046,Wales,Female,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,73,24.949,1
6049,Scotland,Male,Widowed,Labour,Against,No_religion,Scottish,BLACK: of other origin,2017,Above65,67,25.714,1
6052,West_Midlands,Female,Separated_after_marrying,None,For,No_religion,None,BLACK: of African origin,2017,26-45,31,22.182,0
6055,South_East,Female,Widowed,Labour,For,No_religion,British,BLACK: of other origin,2017,Above65,69,20.189,0
6056,North_West,Female,Married,Labour,For,Other_Christian,None,BLACK: of African origin,2017,26-45,39,26.043,1
6057,South_East,Female,Living_as_married,Labour,Against,Roman_Catholic,British,BLACK: of other origin,2017,26-45,45,20.189,0
6058,East_of_England,Male,Living_as_married,Liberal_Democrat,Against,No_religion,European,BLACK: of other origin,2017,26-45,44,17.421,0
6059,North_West,Male,Married,Labour,Against,Roman_Catholic,British,BLACK: of other origin,2017,Above65,66,26.043,1
6061,East_of_England,Male,Not_married,None,For,No_religion,English,BLACK: of other origin,2017,18-25,18,17.421,0
6062,North_West,Male,Widowed,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,68,26.043,1
6064,West_Midlands,Male,Married,None,Neither,Other_Christian,European,BLACK: of other origin,2017,26-45,30,22.182,0
6067,East_of_England,Female,Living_as_married,None,For,No_religion,English,BLACK: of other origin,2017,26-45,27,17.421,0
6068,North_East,Male,Not_married,Labour,Neither,No_religion,English,BLACK: of other origin,2017,18-25,24,27.374,1
6070,South_East,Female,Widowed,Labour,For,No_religion,British,BLACK: of other origin,2017,Above65,69,20.189,0
6073,North_West,Male,Not_married,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2017,Above65,66,26.043,1
6074,London,Male,Separated_after_marrying,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,Above65,66,21.669,0
6075,Scotland,Female,Not_married,Conservative,For,Other_Christian,Scottish,BLACK: of other origin,2017,Above65,84,25.714,1
6076,South_East,Female,Not_married,Liberal_Democrat,Neither,Non_Christian,Other,BLACK: of African origin,2017,18-25,25,20.189,0
6077,North_West,Male,Married,Conservative,Neither,Church_of_England,European,BLACK: of other origin,2017,46-65,56,26.043,1
6078,East_of_England,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,26-45,39,17.421,0
6079,London,Male,Married,Labour,Against,No_religion,English,BLACK: of other origin,2017,26-45,31,21.669,0
6080,South_West,Female,Married,Labour,Against,Church_of_England,Other,BLACK: of other origin,2017,Above65,68,17.358,0
6081,South_East,Female,Living_as_married,Liberal_Democrat,For,No_religion,British,ASIAN: of Indian origin,2017,26-45,44,20.189,0
6083,London,Male,Not_married,None,Against,No_religion,British,BLACK: of other origin,2017,Above65,67,21.669,0
6084,South_West,Female,Living_as_married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,26-45,44,17.358,0
6086,South_East,Female,Separated_after_marrying,Other_Small_Parties,Neither,Other_Christian,English,BLACK: of other origin,2017,26-45,44,20.189,0
6087,North_East,Female,Not_married,Labour,For,Roman_Catholic,English,BLACK: of other origin,2017,18-25,23,27.374,1
6088,London,Female,Not_married,None,For,Other_Christian,English,BLACK: of other origin,2017,46-65,49,21.669,0
6090,London,Female,Living_as_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,18-25,20,21.669,0
6092,North_West,Male,Married,Labour,For,Roman_Catholic,English,BLACK: of other origin,2017,Above65,70,26.043,1
6095,Yorkshire_and_The_Humber,Female,Widowed,None,Neither,No_religion,British,BLACK: of other origin,2017,Above65,86,23.191,1
6096,Wales,Female,Living_as_married,Labour,Neither,No_religion,Welsh,BLACK: of other origin,2017,46-65,56,24.949,1
6097,West_Midlands,Female,Separated_after_marrying,Labour,Neither,Church_of_England,British,BLACK: of other origin,2017,46-65,54,22.182,0
6098,South_East,Female,Living_as_married,Conservative,Against,Church_of_England,British,BLACK: of other origin,2017,46-65,55,20.189,0
6100,West_Midlands,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,66,22.182,0
6101,South_West,Female,Married,Conservative,Against,Roman_Catholic,British,BLACK: of other origin,2017,Above65,69,17.358,0
6102,East_Midlands,Male,Living_as_married,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2017,26-45,30,19.743,0
6103,South_East,Male,Living_as_married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,82,20.189,0
6104,South_West,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,Above65,73,17.358,0
6105,Wales,Male,Living_as_married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,26-45,35,24.949,1
6106,North_East,Female,Married,None,For,No_religion,British,BLACK: of other origin,2017,18-25,25,27.374,1
6108,Scotland,Male,Living_as_married,Labour,For,No_religion,Other,BLACK: of other origin,2017,26-45,34,25.714,1
6109,North_West,Female,Living_as_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,42,26.043,1
6110,Wales,Male,Married,Conservative,Against,Other_Christian,British,BLACK: of other origin,2017,Above65,76,24.949,1
6111,North_West,Male,Married,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,78,26.043,1
6113,West_Midlands,Female,Married,Labour,Neither,Other_Christian,British,BLACK: of other origin,2017,26-45,43,22.182,0
6115,West_Midlands,Male,Separated_after_marrying,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,Above65,70,22.182,0
6117,South_East,Male,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,26-45,44,20.189,0
6118,North_East,Male,Not_married,None,Against,Other_Christian,English,BLACK: of other origin,2017,26-45,45,27.374,1
6120,South_East,Male,Widowed,Labour,For,No_religion,British,BLACK: of other origin,2017,Above65,87,20.189,0
6122,South_West,Male,Not_married,Liberal_Democrat,Against,Other_Christian,English,BLACK: of other origin,2017,46-65,57,17.358,0
6125,London,Female,Not_married,Labour,Against,No_religion,Welsh,BLACK: of other origin,2017,18-25,21,21.669,0
6126,London,Male,Not_married,Conservative,Against,No_religion,English,BLACK: of other origin,2017,Above65,67,21.669,0
6127,Scotland,Female,Married,None,Against,No_religion,British,BLACK: of other origin,2017,Above65,71,25.714,1
6129,Yorkshire_and_The_Humber,Male,Married,None,For,No_religion,British,BLACK: of other origin,2017,46-65,60,23.191,1
6133,Scotland,Female,Not_married,Regional_Parties,For,Other_Christian,Scottish,BLACK: of other origin,2017,46-65,62,25.714,1
6134,North_West,Male,Married,Labour,Against,Roman_Catholic,English,BLACK: of other origin,2017,46-65,49,26.043,1
6135,South_West,Female,Separated_after_marrying,Labour,For,Church_of_England,English,BLACK: of other origin,2017,Above65,83,17.358,0
6136,Yorkshire_and_The_Humber,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,60,23.191,1
6137,London,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,56,21.669,0
6140,London,Female,Not_married,Conservative,Against,No_religion,British,BLACK: of other origin,2017,26-45,40,21.669,0
6141,Yorkshire_and_The_Humber,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,61,23.191,1
6142,South_West,Female,Separated_after_marrying,Liberal_Democrat,For,No_religion,English,BLACK: of other origin,2017,46-65,60,17.358,0
6143,Wales,Female,Married,Conservative,For,Other_Christian,Welsh,BLACK: of other origin,2017,Above65,87,24.949,1
6144,East_of_England,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,49,17.421,0
6145,South_West,Male,Separated_after_marrying,Liberal_Democrat,Neither,Other_Christian,British,BLACK: of other origin,2017,Above65,81,17.358,0
6146,South_East,Male,Married,None,Neither,No_religion,Other,BLACK: of other origin,2017,26-45,29,20.189,0
6147,North_East,Male,Not_married,Labour,For,No_religion,European,BLACK: of other origin,2017,26-45,41,27.374,1
6148,North_West,Male,Not_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,46,26.043,1
